condition,qid,pred_hash,claim_idx,claim,supported
hybrid,E0228,a40c9812b030,5,"Total liabilities and equity at 31 Dec for 2023 is 2,853,348",False
hybrid,E0228,a40c9812b030,6,"Total liabilities and equity at 31 Dec for 2022 is 2,849,276",False
hybrid,E0228,a40c9812b030,7,"Total liabilities and equity at 31 Dec for 2021 is 2,959,689",False
hybrid,E0232,b169eb0ce651,0,"Attributable profit rose from £3,340m to £4,394m.",False
hybrid,E0232,b169eb0ce651,1,Earnings per share rose from 33.8p to 47.9p.,False
hybrid,E0232,b169eb0ce651,2,RoTE rose from 12.3% to 17.8%.,False
hybrid,E0232,b169eb0ce651,3,The increase in profitability was driven by higher income and a lower cost:income ratio.,False
hybrid,E0232,b169eb0ce651,4,"Total income rose 12.1% to £14,752m.",True
hybrid,E0232,b169eb0ce651,5,Total income excluding notable items was up 9.8%.,True
hybrid,E0232,b169eb0ce651,6,The notable items included a £385m deferred tax asset write back.,False
hybrid,E0232,b169eb0ce651,7,The notable items included a £413m charge.,False
hybrid,E0234,545c93dc07f2,0,The answer refers to equity for further details of the reclassification of items from other comprehensive income to profit or loss.,False
hybrid,E0234,545c93dc07f2,1,The source is NatWest Group plc's 2023 Annual Report.,True
hybrid,E0234,545c93dc07f2,2,The source is part of the Group Chief Financial Officer's review.,True
hybrid,E0234,545c93dc07f2,3,The source includes the Consolidated statement of changes in equity.,False
hybrid,E0234,545c93dc07f2,4,The statement of changes in equity is for the year ended 31 December 2023.,False
hybrid,E0234,545c93dc07f2,5,"The statement of changes in equity includes figures for 2023, 2022, and 2021.",False
hybrid,E0234,545c93dc07f2,6,The figures in the statement are in £m.,True
hybrid,E0234,545c93dc07f2,7,"Ordinary shareholders' equity capital at 1 January 2022 was 18,195.",False
hybrid,E0235,5628c89d9db2,0,Assets grew from $2.9tn in 2020 to $3.0tn in 2023.,False
hybrid,E0235,5628c89d9db2,1,Cash and balances at central banks rose from $1.0tn to $1.1tn.,False
hybrid,E0235,5628c89d9db2,2,Loans and advances to customers fell from $1.7tn to $1.7tn.,False
hybrid,E0235,5628c89d9db2,3,Financial investments fell from $0.9tn to $0.7tn.,False
hybrid,E0235,5628c89d9db2,4,Derivative assets fell from $0.4tn to $0.3tn.,False
hybrid,E0235,5628c89d9db2,5,Other financial assets rose from $0.7tn to $0.8tn.,False
hybrid,E0235,5628c89d9db2,6,The asset changes suggest a shift away from trading book and securities holdings towards cash and customer lending.,False
hybrid,E0235,5628c89d9db2,7,The asset changes suggest a smaller proportion of financial investments and derivatives.,False
hybrid,E0251,04d635320bbe,0,Assets fell sharply from $2.95tn to $2.95tn.,False
hybrid,E0251,04d635320bbe,1,Liabilities fell from $2.96tn to $2.95tn.,True
hybrid,E0251,04d635320bbe,2,Cash and balances at central banks declined from $403bn to $327bn.,False
hybrid,E0251,04d635320bbe,3,Trading assets declined from $249bn to $218bn.,False
hybrid,E0251,04d635320bbe,4,Financial assets at fair value through profit or loss declined from $49.8bn to $100.1bn.,False
hybrid,E0251,04d635320bbe,5,Derivative assets rose from $197bn to $284bn.,False
hybrid,E0251,04d635320bbe,6,Loans to banks rose from $83bn to $104bn.,False
hybrid,E0251,04d635320bbe,7,Loans to customers fell from $1.05tn to $924bn.,False
hybrid,E0253,33644582b508,0,Credit quality remained strong.,True
hybrid,E0253,33644582b508,1,Stage 3 defaults were low and stable.,False
hybrid,E0253,33644582b508,2,The portfolio had good book charges related to unsecured lending.,False
hybrid,E0253,33644582b508,3,The net impairment charge was £578 million.,True
hybrid,E0253,33644582b508,4,The net impairment charge was 15 basis points of gross customer loans.,True
hybrid,E0253,33644582b508,5,The net impairment charge was broadly in line with expectations.,False
hybrid,E0253,33644582b508,6,The ECL provision increased by £0.2 billion.,True
hybrid,E0253,33644582b508,7,The ECL provision increased to £3.6 billion.,True
hybrid,E0260,7f0818acb8aa,0,Risk-weighted assets increased by £8 billion during the year.,True
hybrid,E0260,7f0818acb8aa,1,Risk-weighted assets were £219.1 billion at 31 December 2023.,False
hybrid,E0260,7f0818acb8aa,2,Risk-weighted assets were £210.9 billion at 31 December 2022.,False
hybrid,E0260,7f0818acb8aa,3,Retail secured CRD IV model updates contributed a £5 billion increase to risk-weighted assets.,True
hybrid,E0260,7f0818acb8aa,4,£2 billion of the retail secured CRD IV model update increase was recognised in the fourth quarter.,True
hybrid,E0260,7f0818acb8aa,5,The Group estimates a further £5 billion increase from retail secured CRD IV model updates over 2024 to 2026.,True
hybrid,E0260,7f0818acb8aa,6,The further £5 billion increase from retail secured CRD IV model updates is subject to final model outcomes.,True
hybrid,E0260,7f0818acb8aa,7,"Lending, operational and market risk increases contributed to the rise in risk-weighted assets.",True
hybrid,E0269,e819f5762122,0,"In 2022, the Group returned surplus capital through a share buyback programme of up to £2 billion.",True
hybrid,E0269,e819f5762122,1,The share buyback programme commenced in February 2023.,True
hybrid,E0269,e819f5762122,2,The share buyback programme completed on 25 August 2023.,True
hybrid,E0269,e819f5762122,3,Approximately 4.4 billion ordinary shares were repurchased under the share buyback programme.,True
hybrid,E0269,e819f5762122,4,The Board declared an ordinary dividend of 1.64 pence per share in February 2023.,False
hybrid,E0269,e819f5762122,5,The ordinary dividend of 1.64 pence per share was paid in September 2023.,False
hybrid,E0269,e819f5762122,6,The Board declared a final ordinary dividend of 1.84 pence per share in February 2024.,False
hybrid,E0269,e819f5762122,7,The total ordinary dividend for 2022 was 3.48 pence per share.,False
hybrid,E0273,56d55e144f69,0,The Canada banking business had revenue of $2.0bn.,False
hybrid,E0273,56d55e144f69,1,The Canada banking business had operating expenses of $1.0bn.,False
hybrid,E0273,56d55e144f69,2,The Canada banking business had a profit before tax of $0.9bn.,True
hybrid,E0273,56d55e144f69,3,The French retail banking operations generated revenue of $0.3bn.,False
hybrid,E0273,56d55e144f69,4,The French retail banking operations incurred operating expenses of $0.6bn.,False
hybrid,E0273,56d55e144f69,5,The French retail banking operations resulted in a loss before tax of $0.3bn.,False
hybrid,E0273,56d55e144f69,6,The Canada business has $56.1bn in loans.,True
hybrid,E0273,56d55e144f69,7,The Canada business has $63.0bn in customer accounts.,True
hybrid,E0282,d0034c2a6032,0,Operating costs are the primary driver of profitability.,False
hybrid,E0282,d0034c2a6032,1,"Operating costs include planned strategic investment, severance charges, new business costs and inflation.",True
hybrid,E0282,d0034c2a6032,2,Operating costs are presented on a statutory basis.,False
hybrid,E0282,d0034c2a6032,3,Remediation costs are a separate line item.,True
hybrid,E0282,d0034c2a6032,4,Remediation costs recognise costs and potential redress related to specific programmes or reviews.,True
hybrid,E0282,d0034c2a6032,5,"In 2023, remediation costs were £675 million.",True
hybrid,E0282,d0034c2a6032,6,"In 2022, remediation costs were £255 million.",True
hybrid,E0282,d0034c2a6032,7,The cost:income ratio includes remediation.,True
hybrid,E0285,22d41b91838c,0,The Group expects capital generation in 2024 to be c.175 basis points.,True
hybrid,E0285,22d41b91838c,1,The 2024 capital generation expectation is after taking further expected in-year regulatory headwinds.,True
hybrid,E0285,22d41b91838c,2,The Group reaffirms guidance for capital generation in 2026 of greater than 200 basis points.,True
hybrid,E0285,22d41b91838c,3,The 2026 capital generation guidance reflects a management buffer of around 1 per cent.,False
hybrid,E0285,22d41b91838c,4,The 2026 capital generation guidance reflects a revised ongoing level of CET1 capital required of 13.0 per cent.,True
hybrid,E0285,22d41b91838c,5,The revised ongoing level of CET1 capital required of 13.0 per cent includes a management buffer of around 1 per cent.,True
hybrid,E0285,22d41b91838c,6,The Board expects to pay down to c.13.5 per cent by the end of 2024.,True
hybrid,E0285,22d41b91838c,7,The Board expects to progress towards paying down to the revised capital target of 13.0 per cent by the end of 2026.,True
hybrid,E0290,23c4df5d0077,0,The decline in the CET1 ratio was principally due to distributions deducted from capital of approximately 200 basis points.,False
hybrid,E0290,23c4df5d0077,1,The decline in the CET1 ratio was partially offset by the attributable profit.,False
hybrid,E0290,23c4df5d0077,2,The group generated sufficient earnings to support its business activities.,True
hybrid,E0290,23c4df5d0077,3,The group distributed a significant portion of its earnings through dividends and share buybacks.,True
hybrid,E0290,23c4df5d0077,4,The distributions through dividends and share buybacks reduced the overall CET1 capital base.,True
hybrid,E0290,23c4df5d0077,5,The CET1 ratio reflects the impact of IFRS 9 transitional arrangements.,True
hybrid,E0290,23c4df5d0077,6,The IFRS 9 transitional arrangements reduced the reported CET1 ratio by 80 basis points.,False
hybrid,E0290,23c4df5d0077,7,"Excluding the IFRS 9 transitional adjustments, the CET1 ratio would have been 13.2% at 31 December 2023.",True
